sample_1.gtf	sample_2.gtf	sample_3.gtf	sample_4.gtf	sample_5.gtf	sample_6.gtf	sample_7.gtf	sample_8.gtf	sample_9.gtf	sample_10.gtf	sample_11.gtf	sample_12.gtf	sample_13.gtf	sample_14.gtf	sample_15.gtf	sample_16.gtf	sample_17.gtf	sample_18.gtf	sample_19.gtf	sample_20.gtf	sample_21.gtf	sample_22.gtf	sample_23.gtf	sample_24.gtf	sample_25.gtf	sample_26.gtf	sample_27.gtf	sample_28.gtf	sample_29.gtf	sample_30.gtf
0.819765	2.085433	1.683417	0.204851	0.536366	0.764557	2.279454	1.768168	2.044972	0.0	1.141633	0.0	0.0	0.0	0.629326	0.862353	0.725110	0.399023	0.829298	0.795541	0.768505	0.837263	0.635255	2.452421	0.675532	3.471973	0.0	0.520278	1.396946	0.0
1.315447	4.776119	2.466636	0.185727	0.651588	1.004346	3.133955	2.964285	1.252128	3.639250	1.415952	4.989786	2.086233	5.080193	1.272923	1.308756	1.202913	0.453282	1.475962	1.517270	0.960636	2.196476	0.936656	1.564747	0.972542	4.496842	2.706269	1.128956	2.626141	0.893131
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.056327	0.0	0.446442	1.046027	0.629977	0.0	0.336719	0.0	0.0	0.059087	0.0	0.0	0.153584	0.0	0.226230	0.0	0.0	0.0	0.0	0.0	0.0	0.087386	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.542910	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.184455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.586000	0.0	0.0	0.0
0.287084	0.0	0.459956	0.025500	0.0	0.314218	0.042675	0.0	0.0	0.0	0.006704	0.0	0.0	0.049531	0.170963	0.257139	0.118042	0.234778	0.140384	0.0	0.096002	0.0	0.126547	0.0	0.358375	0.0	0.0	0.0	0.039147	0.109865
0.0	0.0	0.0	0.032210	0.0	0.0	0.159420	0.0	0.344395	0.0	0.0	0.0	0.0	0.062722	0.010673	0.070423	0.0	0.0	0.0	0.0	0.000000	1.084069	0.0	1.121423	0.936321	2.127906	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.521564	0.0	0.0	0.0	0.271991	0.0	0.0	0.0	0.0	0.0	0.067238	0.299462	0.004646	0.021968	0.0	0.398254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	1.737838	0.362437	0.0	0.497866	0.0	0.858613	0.910101	0.0	0.0	0.0	0.635325	0.043120	0.256789	0.0	0.0	1.279088	0.233623	0.0	0.762032	0.657312	0.102101	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.200168	0.0	0.0	0.0	0.0	0.0	0.0	0.116653	0.346539	0.0	0.0	0.0	0.0	0.0	0.308146	0.0	0.0	0.802996	0.780372	0.0	0.0	0.0	0.0	0.0
0.069603	0.0	0.0	0.266359	0.0	0.0	0.0	0.032078	0.0	0.026893	0.0	0.0	0.0	0.0	0.0	0.0	0.709987	0.0	0.0	0.036198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.038042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.228215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.198751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	1.085757	0.000000	0.0	0.0	0.0	0.0	0.0	0.000000	0.0	0.0	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.749530	0.0	0.0	0.0	0.0	0.0	0.0	0.000000
4.676127	0.0	6.840061	3.159532	5.775120	3.294586	5.142548	10.469105	15.504692	8.579276	9.501207	5.521670	6.445403	5.224957	10.892595	4.796569	4.397242	3.707534	7.161650	2.535578	4.709414	4.337485	0.0	13.613411	6.246225	5.331481	9.181540	8.762548	6.781985	9.559830
0.968268	0.738315	0.0	0.739443	1.922694	1.128775	0.550621	1.680866	1.671142	2.312061	3.545746	2.863546	1.694013	0.678406	2.093337	0.592634	1.651398	0.0	0.597979	0.269896	1.447662	0.420947	0.683408	5.377872	1.491396	1.801236	3.302905	3.595427	1.642546	0.945294
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5.885046	3.185807	4.790275	1.913700	5.718555	1.593561	3.848135	7.611646	0.0	6.931754	9.690184	4.811593	4.091650	0.0	10.535044	2.461516	0.0	2.541965	5.221088	0.0	6.068012	2.925306	1.392007	10.212434	5.579792	4.953152	8.421732	9.216484	3.145314	8.322768
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.332121	0.0	0.0	0.147075	0.182178	0.0	0.0
76.344406	116.453545	132.853226	55.386017	123.502090	45.962910	116.298767	166.849319	180.398651	161.890564	140.123932	157.296158	126.474495	160.914505	233.505005	123.861847	74.206871	90.774742	117.703514	75.224228	112.137070	138.228973	50.369617	172.486053	168.912460	191.285782	96.955948	153.555923	138.256607	143.046112
24.116430	0.0	11.889355	7.086718	5.617589	12.682464	9.797693	2.237478	6.356211	6.331808	2.005408	11.328788	4.678651	1.482777	9.660433	3.990125	2.606491	4.939838	0.0	1.994911	4.111074	8.173447	2.089022	1.783655	0.0	0.0	17.470695	2.523601	5.315460	2.500625
0.0	2.543894	2.497864	5.043354	5.166102	6.668320	10.254332	4.281110	2.002061	0.0	1.766459	4.841975	5.147019	0.0	25.545017	3.086128	3.441704	0.0	3.451946	0.0	1.460285	0.0	0.461909	8.382517	2.281057	1.722007	24.301510	11.799150	2.864862	2.349615
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.430655	0.0	0.0	0.0	0.0	0.0	0.0
0.0	19.438837	25.851627	0.0	24.401194	0.0	0.0	0.0	59.661190	0.0	26.572882	48.508068	7.327261	0.0	51.721657	0.0	0.0	0.0	0.0	0.0	25.047207	0.290895	11.503933	11.162293	4.086874	0.941126	0.0	0.0	34.504658	0.0
0.0	0.0	1.198942	0.0	0.0	0.0	0.0	4.700035	9.950937	7.505356	3.947627	7.911754	0.0	4.543198	3.201728	5.595053	0.0	0.0	9.882946	8.253225	3.501255	0.0	4.531087	10.080986	3.987761	2.755180	2.051060	4.137000	5.497410	9.833747
27.367359	53.659462	7.311202	35.946495	32.349403	34.465607	28.613283	138.459808	28.190268	79.911140	108.895897	21.077320	20.929939	133.928650	20.354561	9.365971	20.469658	19.499788	94.103676	109.863152	21.687311	6.119643	90.159386	186.804626	20.003969	37.768150	28.707680	179.662201	92.412712	133.957291
10.923496	6.069810	9.284668	4.837484	5.644241	0.0	24.589169	13.553865	11.420840	1.095767	11.035852	11.731971	15.096942	4.952763	9.588253	3.473059	5.937038	6.860285	23.951157	0.097046	6.521017	0.353985	9.567653	17.857470	20.543716	10.120456	14.784914	16.449398	4.872608	11.451912
0.729825	3.136158	1.503101	1.490258	0.963505	6.361992	1.923493	0.303908	0.415236	0.263893	1.527165	4.339012	0.852247	0.465582	3.385073	0.306155	0.657519	0.065964	0.282059	1.092401	0.212505	0.067748	0.211900	0.397825	1.418203	0.745810	5.999036	6.625412	9.605981	0.140643
0.0	0.0	0.889371	0.0	0.0	0.0	0.0	0.374509	0.360628	0.024765	1.798811	3.209767	0.0	0.178806	1.916013	0.246632	0.0	0.0	0.271399	3.106941	0.042561	0.0	0.220164	0.512781	0.651554	0.672315	1.182377	2.260046	1.334242	0.218912
0.0	0.0	2.390932	0.0	0.0	0.0	0.0	0.0	2.181677	0.0	9.009356	0.0	0.0	0.0	2.305578	0.0	0.0	0.0	0.0	1.219721	0.0	0.0	0.0	0.0	0.0	0.862563	0.0	7.181245	0.0	0.637108
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.453754	1.480907	1.421271	0.576222	1.715964	1.335984	2.376355	1.911683	2.320871	1.832425	0.532559	1.280421	1.183324	0.636927	2.092662	0.804419	1.613294	0.886905	0.976076	2.423357	2.470461	1.182454	1.835261	1.433303	2.948008	1.872279	1.022237	0.487351	1.674007	2.011519
80.944130	61.454350	104.200821	48.082603	105.618340	65.328415	100.113541	114.977623	132.899506	120.266823	134.766891	114.994881	83.245216	125.633667	112.234421	65.770447	65.799240	44.701874	142.579849	95.574127	91.098679	81.963837	39.717533	121.300186	102.785027	125.039124	69.149055	171.528717	102.034698	105.978119
2.658134	1.257339	3.422655	1.632721	4.389362	2.123950	2.763787	5.957764	0.000000	0.000000	4.207418	3.840847	0.000000	3.847146	2.991358	1.714001	2.149779	1.229974	6.086442	3.195814	4.755249	2.650988	0.579544	0.0	2.646355	4.503500	1.971732	7.448930	0.000000	0.000000
0.000000	0.000000	0.0	0.000000	0.000000	0.000000	0.000000	0.0	4.754514	2.511192	0.0	0.0	2.286454	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.610651	0.0	0.0	0.000000	0.0	2.084274	3.229223
0.250279	0.497466	0.197405	0.046109	1.917964	0.222611	0.160071	0.207327	0.521985	0.074652	0.483597	0.182932	0.065090	0.440228	0.093677	0.457298	0.083713	0.247961	0.188768	0.176162	0.807976	0.172313	0.125140	0.555488	0.087768	0.382212	0.099841	0.526288	0.413868	0.251694
0.923210	0.0	0.422677	1.674991	0.0	2.670992	4.239898	0.791027	4.020432	2.222568	1.354800	2.403373	3.384509	1.483040	0.368620	1.428908	0.743205	0.0	4.269199	1.323908	0.0	0.0	1.728354	1.043809	0.0	3.362566	1.982520	2.742630	2.370139	3.374426
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.798590	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.666415	0.0	0.0	0.0	0.0	0.0	0.0
0.749938	0.748085	2.893834	0.212811	0.521795	1.044054	1.020485	0.321879	0.831665	0.081139	3.083401	2.619277	4.499153	1.236081	1.714654	1.274314	1.455445	1.228134	1.465996	3.555954	0.244065	2.626609	1.853745	0.479148	0.189682	0.708700	1.943948	0.452586	1.821052	1.158916
0.0	0.0	0.059644	0.0	0.096307	0.0	0.117124	0.408989	0.114369	0.019101	0.064022	0.0	0.014405	0.024816	0.040514	0.0	0.0	0.268266	0.592614	0.466895	0.476832	0.0	1.915624	2.443841	0.0	0.900554	1.153544	1.810367	0.316588	0.0
0.0	0.0	0.352734	0.0	0.382229	0.0	0.0	0.357460	0.0	0.224861	0.0	0.0	0.355863	0.0	0.231028	0.0	0.0	0.276036	0.0	0.549644	0.0	0.0	0.0	0.354385	0.0	0.0	0.489139	0.046014	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.648492	0.503249	0.0	0.0	0.0	0.0	0.0	0.263357	0.0	0.283835	0.0	0.0	0.0	0.514862	0.0	0.0	0.0	0.512021	0.525916	0.304491	0.0	0.508599	0.422505	0.137951	0.0	0.256612	0.170689	0.047263	0.326684	0.0
0.0	0.023866	0.0	0.0	0.0	0.0	0.067380	0.0	0.983319	0.552831	0.0	0.906488	0.0	0.004641	0.0	0.0	0.029800	0.0	0.0	0.0	0.294613	1.060303	0.000076	0.0	0.795743	0.002258	0.042959	0.222727	0.551549	0.349441
0.0	0.048709	1.616540	0.0	0.349059	0.016498	0.156380	1.045340	0.0	0.800847	0.809335	0.185613	0.0	0.184513	0.086110	0.0	0.0	0.0	0.023674	0.0	0.0	0.0	0.0	0.0	0.014011	0.0	0.095090	0.0	0.0	1.630761
1.006433	0.0	0.219812	0.314425	0.168830	1.119149	0.143137	1.039096	0.723450	0.042307	0.914914	0.519579	0.048114	1.565306	0.0	0.100645	0.0	0.260714	0.981788	0.254470	0.245489	0.161806	0.079510	2.705870	0.020110	0.0	0.116375	0.702687	0.0	0.0
0.026234	0.710338	0.004457	0.0	0.127466	0.0	1.440880	0.0	0.212043	0.0	0.0	0.175882	0.758970	0.268393	1.324871	1.113580	0.0	0.272033	0.0	0.252116	0.001509	0.0	0.0	0.0	0.154360	0.793305	0.623189	0.700041	0.0	0.0
0.010572	0.182528	0.153556	0.698602	0.0	0.050854	0.0	0.0	0.0	0.002928	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002052	0.0	0.095782	0.0	0.006363	0.002033	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	1.043337	0.0	0.0	1.150550	0.0	0.0	0.0	0.0	0.0	0.0	0.015877	0.0	0.0	0.0	0.0	0.022355	0.0	0.121627	0.0	0.0	0.221489	0.0	0.0	0.0	0.019505	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044981	0.0	0.496901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.073586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019159	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.025599	0.0	0.0	0.0	0.0	0.917856	0.0	0.0	0.0	0.0	0.677969	0.076235	0.0	0.0	0.0	0.0	0.0	0.000229
0.0	0.0	0.0	0.000328	0.0	0.0	0.0	0.724028	0.011393	0.0	2.009747	0.0	0.003364	0.0	0.0	0.0	0.049544	0.0	0.0	0.0	0.0	0.006999	0.0	3.531589	0.0	0.0	0.0	0.0	0.0	0.000339
0.0	0.368267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002882	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002933	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000319
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000314
0.0	0.0	0.0	0.051546	0.0	0.0	0.0	0.0	0.002267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.085233	0.0	0.0	0.0	0.078994	0.040158
0.0	0.0	0.0	0.0	0.0	0.034575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000000	0.0	0.0	0.0	0.0	0.800056	0.0	0.0	0.0	0.231424	0.0	0.064433	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	1.326963	0.0	0.0	0.882871	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.576841	0.0	0.0	0.053554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.591421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003937	0.0	0.596115	0.0	0.0
0.0	0.0	1.790336	0.0	0.415917	0.0	0.0	0.0	2.148973	0.0	0.0	0.0	0.0	0.0	0.619540	0.0	0.014400	0.0	0.0	0.0	0.864696	0.154803	0.0	0.0	0.0	0.0	0.811131	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	2.055795	0.0	0.0	1.142075	2.841634	0.686683	4.192191	0.0	0.005547	7.208548	0.869151	7.486942	2.224277	1.944512	0.0	0.0	0.0	0.0	2.420979	0.0	0.021024	2.160438	4.700914	0.0	2.219315	0.0	1.431955	4.906909
0.0	0.0	0.0	0.079439	0.0	0.0	1.041221	0.0	0.0	0.0	0.416364	0.0	0.396006	0.0	0.0	0.0	0.084669	0.0	0.0	0.155437	0.0	0.0	0.0	0.0	0.0	0.0	1.498812	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.096066	0.0	0.0	0.0	0.156339	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.174681	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
